"asv","Genus","transform_a","transform_b","importance_a","importance_b","diff","abs_diff","comparison"
"6ea9472deca150f97a7bcfe87126d9b9","Phreatobacter","clr_1","clr_0.5",0.00180218079505724,0.00176909999292559,3.3080802131653e-05,3.3080802131653e-05,"pc = 1 − pc = 0.5"
"768d500dec54c80d5ef769902dadd792","Fimbriiglobus","clr_1","clr_0.5",0.00177676852715856,0.00164708219689729,0.000129686330261276,0.000129686330261276,"pc = 1 − pc = 0.5"
"c817f85fb612001af524979afb37eaeb","Comamonadaceae Family","clr_1","clr_0.5",0.00177490181513005,0.00157369758785492,0.000201204227275127,0.000201204227275127,"pc = 1 − pc = 0.5"
"3505278bbef674c198e14875912fa8e5","Nocardioides","clr_1","clr_0.5",0.0017708612945807,0.00178663779679311,-1.57765022124089e-05,1.57765022124089e-05,"pc = 1 − pc = 0.5"
"89c76625e45ab0499f29cc2dc2beb69c","SL56 marine group Class","clr_1","clr_0.5",0.00176236642056662,0.00166354736706505,9.88190535015684e-05,9.88190535015684e-05,"pc = 1 − pc = 0.5"
"7017030b94462f54ca0141f11f705833","Dankookia","clr_1","clr_0.5",0.00176159590991452,0.00168888395825111,7.27119516634104e-05,7.27119516634104e-05,"pc = 1 − pc = 0.5"
"65d43491988bfe557da4d86a5ba25dae","Staphylococcus","clr_1","clr_0.5",0.00175922537936404,0.00178350701121169,-2.42816318476507e-05,2.42816318476507e-05,"pc = 1 − pc = 0.5"
"7edb4e0c95b9fecd08046d75a5195d5c","SM1A02","clr_1","clr_0.5",0.00175902456829796,0.00183730180448677,-7.82772361888101e-05,7.82772361888101e-05,"pc = 1 − pc = 0.5"
"3c47a5b25bdba36dd7911384b66f1371","Armatimonadaceae Family","clr_1","clr_0.5",0.001743054332703,0.000479936047025684,0.00126311828567731,0.00126311828567731,"pc = 1 − pc = 0.5"
"b701af8d98ca714dab16ab6724bb631a","Galbitalea","clr_1","clr_0.5",0.00173512740970318,0.00164382348540642,9.13039242967525e-05,9.13039242967525e-05,"pc = 1 − pc = 0.5"
"5fb691caf53996697fc5745ffa6620ae","Lacibacter","clr_1","clr_0.5",0.00171089047760626,0.00178607210310547,-7.51816254992033e-05,7.51816254992033e-05,"pc = 1 − pc = 0.5"
"cad8cc3e7647d51e614b099398538e4d","Saprospiraceae Family","clr_1","clr_0.5",0.00169752208468653,0.00171814837986463,-2.06262951781026e-05,2.06262951781026e-05,"pc = 1 − pc = 0.5"
"27dd7e35cd564c093c78eb0ccb36c808","Chthoniobacter","clr_1","clr_0.5",0.00169717221840118,0.00148092426732668,0.000216247951074507,0.000216247951074507,"pc = 1 − pc = 0.5"
"a6dd65fc8a794034ff7ebcd21aa0627d","Undibacterium","clr_1","clr_0.5",0.00168785063094648,0.00172262814524415,-3.47775142976686e-05,3.47775142976686e-05,"pc = 1 − pc = 0.5"
"750dab93d926d40d7cd439faa6640f33","Haliscomenobacter","clr_1","clr_0.5",0.00165843874466658,0.00139481838846725,0.000263620356199328,0.000263620356199328,"pc = 1 − pc = 0.5"
"396bbebd81d93d6c824d49cc652eb76a","Flavipsychrobacter","clr_1","clr_0.5",0.00165522589395751,0.00163743179662607,1.77940973314411e-05,1.77940973314411e-05,"pc = 1 − pc = 0.5"
"8c45d6dd71022de8cedfa07abbd65788","Tundrisphaera","clr_1","clr_0.5",0.0016406832336973,0.00146385432431241,0.000176828909384882,0.000176828909384882,"pc = 1 − pc = 0.5"
"34ec42044c0d886b375a356f164f6bd3","Methylorosula","clr_1","clr_0.5",0.00163110686928239,0.00157505909324755,5.60477760348423e-05,5.60477760348423e-05,"pc = 1 − pc = 0.5"
"1a131635c7cef07af21b4ec48465d88d","Parablastomonas","clr_1","clr_0.5",0.00162324096278408,0.00155344359096013,6.97973718239507e-05,6.97973718239507e-05,"pc = 1 − pc = 0.5"
"6d766f67b6bd03ae7d1de4c4fc15b47f","SM2D12 Family","clr_1","clr_0.5",0.00160802047441866,0.001594691786478,1.33286879406556e-05,1.33286879406556e-05,"pc = 1 − pc = 0.5"
"133a40be8ba8eb0e124c31585039a7e7","Saprospiraceae Family","clr_1","clr_0.5",0.00158149532744651,0.00148191852039586,9.95768070506504e-05,9.95768070506504e-05,"pc = 1 − pc = 0.5"
"5fa97937c087ce34a2c5ae09d617b9b1","Pedosphaeraceae Family","clr_1","clr_0.5",0.00155393275416362,0.00159843580914609,-4.45030549824669e-05,4.45030549824669e-05,"pc = 1 − pc = 0.5"
"ec1d103f66d06bf61cf3cf6d9bcf8e52","OM190 Class","clr_1","clr_0.5",0.00151405937846754,0.00120499430030292,0.00030906507816462,0.00030906507816462,"pc = 1 − pc = 0.5"
"15186d19694f00776956343942b4f186","Gloeobacter","clr_1","clr_0.5",0.00146492716216096,0.00158691813279763,-0.000121990970636673,0.000121990970636673,"pc = 1 − pc = 0.5"
"53e8389028f3821f782fbf4186e1ef22","SM1A02","clr_1","clr_0.5",0.00144365325038621,0.00191260704095145,-0.000468953790565235,0.000468953790565235,"pc = 1 − pc = 0.5"
"e54514f112c0d2e2cf9be32de76bd74d","Isosphaeraceae Family","clr_1","clr_0.5",0.0013903697830033,0.00130755282369705,8.28169593062541e-05,8.28169593062541e-05,"pc = 1 − pc = 0.5"
"0de2768e56408332050e94db50b132bc","Ilumatobacteraceae Family","clr_1","clr_0.5",0.00138395338817945,0.00145246427621312,-6.85108880336671e-05,6.85108880336671e-05,"pc = 1 − pc = 0.5"
"fd4df754d86be49bd629a82ee124ae11","Comamonadaceae Family","clr_1","clr_0.5",0.0013559006956376,0.0013559006956376,0,0,"pc = 1 − pc = 0.5"
"c4e72b68a0138eb7ed4ec9390f496838","Luteolibacter","clr_1","clr_0.5",0.00134304503085636,0.00145034604798852,-0.000107301017132163,0.000107301017132163,"pc = 1 − pc = 0.5"
"508e4d4db7e2c0220a19fafa294e0670","Methylotenera","clr_1","clr_0.5",0.00132613185319276,0.00112424588461381,0.000201885968578952,0.000201885968578952,"pc = 1 − pc = 0.5"
"c1c1dfe0cd247065dcc7160055106657","Rhodospirillales Order","clr_1","clr_0.5",0.00131050968392253,0.00159131289179181,-0.000280803207869289,0.000280803207869289,"pc = 1 − pc = 0.5"
"ee2d56600bef5d134884d0354366d6e8","Paracaedibacteraceae Family","clr_1","clr_0.5",0.00127811605605603,0.00128009430745425,-1.97825139822529e-06,1.97825139822529e-06,"pc = 1 − pc = 0.5"
"3067f2c7606dcdd91e7f2803033e82b7","Silvanigrellaceae Family","clr_1","clr_0.5",0.00126635146366626,0.00156704522914624,-0.000300693765479979,0.000300693765479979,"pc = 1 − pc = 0.5"
"42c734e954e79fffc18510aabe34471b","OM27 clade","clr_1","clr_0.5",0.00123937967971885,0.00123937967971885,0,0,"pc = 1 − pc = 0.5"
"e0bf3607d3a5ccbac1a50f826a8e1d70","Pirellulaceae Family","clr_1","clr_0.5",0.00120512657390397,0.00124551029666671,-4.03837227627415e-05,4.03837227627415e-05,"pc = 1 − pc = 0.5"
"06d00f760cc0e151c5d5e991c9034e10","SH3-11","clr_1","clr_0.5",0.00117155315177255,0.000949907566883756,0.000221645584888795,0.000221645584888795,"pc = 1 − pc = 0.5"
"56d37d5bf0c2169e087e1488886eefde","Oxalobacteraceae Family","clr_1","clr_0.5",0.00115575348583581,0.00115575348583581,0,0,"pc = 1 − pc = 0.5"
"34b262693d693a0cbf5d81d87ea6cdc3","Zavarziniales Order","clr_1","clr_0.5",0.00115133954886344,0.00111602712673815,3.53124221252872e-05,3.53124221252872e-05,"pc = 1 − pc = 0.5"
"2593ef9eab12897237f8371e3a856adb","SM1A02","clr_1","clr_0.5",0.00114069316193374,0.00118174993404711,-4.10567721133683e-05,4.10567721133683e-05,"pc = 1 − pc = 0.5"
"3078d0e997dde104f7d25c0dd9473003","Sandarakinorhabdus","clr_1","clr_0.5",0.00113828366513286,0.00120456867507407,-6.62850099412127e-05,6.62850099412127e-05,"pc = 1 − pc = 0.5"
"f68c45909b99408dc34d145a2e374c45","alphaI cluster","clr_1","clr_0.5",0.00110805699219582,0.0008614081145268,0.000246648877669017,0.000246648877669017,"pc = 1 − pc = 0.5"
"df824eff77d1e1a62e26119a49a422de","Comamonadaceae Family","clr_1","clr_0.5",0.0011072895573451,0.00112661372413949,-1.93241667943824e-05,1.93241667943824e-05,"pc = 1 − pc = 0.5"
"e82d519024df8980ba749ba0e7e8dbf1","Ferruginibacter","clr_1","clr_0.5",0.00110724997974186,0.00125073145204515,-0.000143481472303291,0.000143481472303291,"pc = 1 − pc = 0.5"
"978c384ac0e388f780c925653b029d19","Haliangiaceae Family","clr_1","clr_0.5",0.00110021244085607,0.00186749100913848,-0.000767278568282407,0.000767278568282407,"pc = 1 − pc = 0.5"
"6c5c4773cec3a677b8e92501f98b3388","Pirellula","clr_1","clr_0.5",0.00108146393273264,0.00108146393273264,0,0,"pc = 1 − pc = 0.5"
"328990122454db415c3696781e42778f","Phormidesmis","clr_1","clr_0.5",0.00105538616278933,0.00105538616278933,0,0,"pc = 1 − pc = 0.5"
"254cd54eaf0e7301dc9d0c9e2dc53710","Nodosilineaceae Family","clr_1","clr_0.5",0.00105262748028794,0.00105262748028794,0,0,"pc = 1 − pc = 0.5"
"9af3467db68cf6063627304cecd46a65","Pseudomonas","clr_1","clr_0.5",0.00103395792998618,0.00100851922587757,2.54387041086148e-05,2.54387041086148e-05,"pc = 1 − pc = 0.5"
"63f6feb8129502afd0ea246b2fec0692","Rickettsiellaceae Family","clr_1","clr_0.5",0.00102870161210212,0.00107009502433212,-4.13934122299963e-05,4.13934122299963e-05,"pc = 1 − pc = 0.5"
"7334cc4e674b5e9d56db1a9081437f8f","Hyphomicrobium","clr_1","clr_0.5",0.00102695521574736,0.00091106795294543,0.000115887262801934,0.000115887262801934,"pc = 1 − pc = 0.5"
"fb9358e4192b4e3fb1a6210327ee6ff2","Parablastomonas","clr_1","clr_0.5",0.00102493451876303,0.00142347402501262,-0.000398539506249588,0.000398539506249588,"pc = 1 − pc = 0.5"
"c27c683380e07dda90941851518bf036","Babeliales Order","clr_1","clr_0.5",0.000998671576805641,0.000937728518448243,6.09430583573982e-05,6.09430583573982e-05,"pc = 1 − pc = 0.5"
"0a4893b9a6062b1e61e27c920e0e38ca","Comamonadaceae Family","clr_1","clr_0.5",0.000996687483721047,0.000996687483721047,0,0,"pc = 1 − pc = 0.5"
"5f168ff910ef1f6dce37cfa68e82e8d0","Polymorphobacter","clr_1","clr_0.5",0.000948425471941314,0.00119626977655925,-0.000247844304617932,0.000247844304617932,"pc = 1 − pc = 0.5"
"8d4b51998b3310a1e96483dae8166a38","Candidatus Ovatusbacter","clr_1","clr_0.5",0.000932831116985767,0.000980487159144963,-4.76560421591959e-05,4.76560421591959e-05,"pc = 1 − pc = 0.5"
"d922e28fdfb36aa671e51df99219225a","Leptothrix","clr_1","clr_0.5",0.000922471676454501,0.00088830526147113,3.41664149833716e-05,3.41664149833716e-05,"pc = 1 − pc = 0.5"
"9cdde29fca3a13e2e0f5d96088860c87","Nostoc","clr_1","clr_0.5",0.000912077294829757,0.000856702845362776,5.53744494669814e-05,5.53744494669814e-05,"pc = 1 − pc = 0.5"
"bb286c96101b73e1bb46d5ff9b9da229","Polyangium","clr_1","clr_0.5",0.000911674790703488,0.000894556799206414,1.71179914970744e-05,1.71179914970744e-05,"pc = 1 − pc = 0.5"
"f4a774667177b16cb72b2efba954744e","Pirellulaceae Family","clr_1","clr_0.5",0.000909383440985224,0.000909383440985224,0,0,"pc = 1 − pc = 0.5"
"a2196497d13e4a3bd4ed23e2d2fe702c","Flavobacterium","clr_1","clr_0.5",0.000899368255301976,0.00103219641063285,-0.000132828155330875,0.000132828155330875,"pc = 1 − pc = 0.5"
"9f391663c5a41de8935c4443d7625a3d","Rhodospirillales Order","clr_1","clr_0.5",0.000897129611480213,0.000742280677322511,0.000154848934157702,0.000154848934157702,"pc = 1 − pc = 0.5"
"556c3d1034e2eec13db898aa075da658","Candidatus Jidaibacter","clr_1","clr_0.5",0.000855199014324213,0.000742433692838786,0.000112765321485427,0.000112765321485427,"pc = 1 − pc = 0.5"
"170da4a26ca000e2245c8b471ff2fa71","NS9 marine group Family","clr_1","clr_0.5",0.000851729635365176,0.00097624644204587,-0.000124516806680695,0.000124516806680695,"pc = 1 − pc = 0.5"
"2563ceb7d15a84f5d59f225adc9b06a5","Rickettsiales Order","clr_1","clr_0.5",0.000831574080500083,0.000964661510452747,-0.000133087429952664,0.000133087429952664,"pc = 1 − pc = 0.5"
"1e6c51b99d65fb93d42ad3ff651b5763","SM2D12 Family","clr_1","clr_0.5",0.000809083279119015,0.000775102267620086,3.39810114989284e-05,3.39810114989284e-05,"pc = 1 − pc = 0.5"
"360106ff8200f47dee77f0f2e1d9f359","Hymenobacter","clr_1","clr_0.5",0.000807217030823434,0.000905303686215517,-9.80866553920833e-05,9.80866553920833e-05,"pc = 1 − pc = 0.5"
"c1cc6b184d817c58b7c081b5665904cb","Regnicoccus","clr_1","clr_0.5",0.000797470964586657,0.000914120765218015,-0.000116649800631357,0.000116649800631357,"pc = 1 − pc = 0.5"
"1e046bb4b737284bdbae0d7b21a6ddbe","Fibrisoma","clr_1","clr_0.5",0.000777084212169545,0.00120250110070875,-0.000425416888539205,0.000425416888539205,"pc = 1 − pc = 0.5"
"27802da899201a0ce58d65877a284e0f","Anthocerotibacter","clr_1","clr_0.5",0.000776074539675692,0.000806481516422435,-3.04069767467427e-05,3.04069767467427e-05,"pc = 1 − pc = 0.5"
"35e1bbfd3ea58cec02a0fedead1ce5ce","Stenomitos","clr_1","clr_0.5",0.000772508615080005,0.000846518358938334,-7.40097438583297e-05,7.40097438583297e-05,"pc = 1 − pc = 0.5"
"ff98ab846c8f29e5e5f5cce385b28a7b","R7C24 Order","clr_1","clr_0.5",0.000771228593253635,0.000771228593253635,0,0,"pc = 1 − pc = 0.5"
"5c63b3749641851b368c8a181ddf1180","Xanthobacteraceae Family","clr_1","clr_0.5",0.000733299496621098,0.000748272030675123,-1.49725340540248e-05,1.49725340540248e-05,"pc = 1 − pc = 0.5"
"3e125655918e305a3842a79b6972775f","Rhodovarius","clr_1","clr_0.5",0.000706415240337931,0.000794681839436938,-8.82665990990068e-05,8.82665990990068e-05,"pc = 1 − pc = 0.5"
"eb22cc76d6af9469a959a2c983ee518c","Pirellula","clr_1","clr_0.5",0.000702246704895502,0.000697433890178556,4.81281471694601e-06,4.81281471694601e-06,"pc = 1 − pc = 0.5"
"4101b9eb70afe9a3ed1fb4c9eeaa28c6","Fimbriiglobus","clr_1","clr_0.5",0.000697686700166158,0.000733801072779315,-3.61143726131575e-05,3.61143726131575e-05,"pc = 1 − pc = 0.5"
"c91235968ea14ce60ae7e2fa8b3aadb4","Latescibacterota Phylum","clr_1","clr_0.5",0.000668505343470262,0.000947307694310811,-0.000278802350840549,0.000278802350840549,"pc = 1 − pc = 0.5"
"fc24096138e3cf0b2775bd2b8e01b5b2","Deinococcus","clr_1","clr_0.5",0.000662545383800594,0.000702302994551189,-3.97576107505951e-05,3.97576107505951e-05,"pc = 1 − pc = 0.5"
"f9d1c92972df498000feb91016c4bcaa","Fimbriimonadaceae Family","clr_1","clr_0.5",0.000650739939156825,0.00067181751785613,-2.10775786993057e-05,2.10775786993057e-05,"pc = 1 − pc = 0.5"
"9b4645c464d957064aed5e31e37b75f9","Comamonadaceae Family","clr_1","clr_0.5",0.000624688125478841,0.000540557519339948,8.41306061388926e-05,8.41306061388926e-05,"pc = 1 − pc = 0.5"
"76a12bde0263c31c5275292cb5b1d6f2","Roseococcus","clr_1","clr_0.5",0.000621838161752679,0.000592473527390731,2.93646343619471e-05,2.93646343619471e-05,"pc = 1 − pc = 0.5"
"46dbf5f9971edaaf1b5f61b49edcf2cf","Leptolyngbyaceae Family","clr_1","clr_0.5",0.000609766704714853,0.000622157741828262,-1.23910371134091e-05,1.23910371134091e-05,"pc = 1 − pc = 0.5"
"481de4037ed3f3bcf51b47e548dcbd9e","Novosphingobium","clr_1","clr_0.5",0.000598739162905964,0.000598739162905964,0,0,"pc = 1 − pc = 0.5"
"de2f81775998c151256d2a2b1ebaeee0","Rhodospirillales Order","clr_1","clr_0.5",0.000558409683820312,0.000558409683820312,0,0,"pc = 1 − pc = 0.5"
"bcba47620c299fd34809f143e3d26dff","Sphingomonas","clr_1","clr_0.5",0.000553554365898035,0.000517434755461166,3.61196104368696e-05,3.61196104368696e-05,"pc = 1 − pc = 0.5"
"5750c52ff8a6d630568878d3c75f5719","Rhodovastum","clr_1","clr_0.5",0.000547339759654808,0.000527384493483396,1.99552661714121e-05,1.99552661714121e-05,"pc = 1 − pc = 0.5"
"2f0427c95f58bc8b33730d6bebc06828","SWB02","clr_1","clr_0.5",0.000533332440646104,0.000533332440646104,0,0,"pc = 1 − pc = 0.5"
"906a6d27477dd504345835ee5273a72c","Pirellula","clr_1","clr_0.5",0.000530205719514101,0.00061190680160042,-8.17010820863189e-05,8.17010820863189e-05,"pc = 1 − pc = 0.5"
"27bbab26402d4eec931227b41a8046a5","SM2D12 Family","clr_1","clr_0.5",0.00053015356323906,0.000630557527248476,-0.000100403964009416,0.000100403964009416,"pc = 1 − pc = 0.5"
"53835d1295531799bc64c8fd9b406ac2","Leptothrix","clr_1","clr_0.5",0.00052903756337588,0.000547567483466629,-1.8529920090749e-05,1.8529920090749e-05,"pc = 1 − pc = 0.5"
"102fc16adc262f00c457357b35540be5","Rubinisphaeraceae Family","clr_1","clr_0.5",0.000519870443399954,0.000546617834759644,-2.67473913596895e-05,2.67473913596895e-05,"pc = 1 − pc = 0.5"
"92b48d9d2ebf3f4b0d153805997488d7","Rhodospirillales Order","clr_1","clr_0.5",0.000516606261614209,0.000563253555273487,-4.66472936592783e-05,4.66472936592783e-05,"pc = 1 − pc = 0.5"
"92886da043b3cfb88c385fc9b72752d5","Panacibacter","clr_1","clr_0.5",0.000511314378554437,0.000541023666469297,-2.970928791486e-05,2.970928791486e-05,"pc = 1 − pc = 0.5"
"134bdbaec661c28d109690d78b59214b","Saprospiraceae Family","clr_1","clr_0.5",0.000505178910511188,0.000505178910511188,0,0,"pc = 1 − pc = 0.5"
"092110610de5665acc86a85cfa7a1192","Polaromonas","clr_1","clr_0.5",0.000489298280905563,0.000424916188756274,6.43820921492897e-05,6.43820921492897e-05,"pc = 1 − pc = 0.5"
"54658c5cabc3c6c07f1e6556120cc99c","Rhizobacter","clr_1","clr_0.5",0.000474340662520491,0.000474340662520491,0,0,"pc = 1 − pc = 0.5"
"500fb8b8ee8585ac51166621f12ba6c1","Spirosomataceae Family","clr_1","clr_0.5",0.000452122201207757,0.000423263376915277,2.88588242924797e-05,2.88588242924797e-05,"pc = 1 − pc = 0.5"
"51b9a2e379c2555a3774ef13e9aac08d","alphaI cluster","clr_1","clr_0.5",0.000447425718574942,0.000486924197333368,-3.94984787584253e-05,3.94984787584253e-05,"pc = 1 − pc = 0.5"
"69e49e83ce1d7c260ab365773d82ed94","Phreatobacter","clr_1","clr_0.5",0.000438450262509841,0.000505077974127689,-6.66277116178479e-05,6.66277116178479e-05,"pc = 1 − pc = 0.5"
"60c62612dc5338eb921aa2f7d765ae55","Cephaloticoccus","clr_1","clr_0.5",0.000428160710145765,0.000433276716495032,-5.11600634926714e-06,5.11600634926714e-06,"pc = 1 − pc = 0.5"
"129ef8665d470f7e31e3ddbdb6dd47b4","Oculatellaceae Family","clr_1","clr_0.5",0.000426111585921285,0.000398516071013123,2.75955149081622e-05,2.75955149081622e-05,"pc = 1 − pc = 0.5"
"56483f8000e7a15a0ef8932e02cff7c4","Micavibrionales Order","clr_1","clr_0.5",0.000410788219069836,0.000410788219069836,0,0,"pc = 1 − pc = 0.5"
