"asv","Genus","clr_1","clr_0.5","clr_0.1","rclr","rclr_optspace","pa","n_transforms","transforms"
"c4bfdac27a83e2361cd70c4f37cbeb51","Paludibaculum",0.00486897444900041,0.00486813686636849,0.00209749718279837,0.00233790428606615,0.000432875383153007,-1.56262721744908e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"ee2d56600bef5d134884d0354366d6e8","Paracaedibacteraceae Family",0.000821239612137175,0.000796076843532686,0.000690465974348628,0.000394196853819138,0.000151313958423688,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"93522be911c0a10ef2cabf936ee5d2b5","PeM15 Order",0.00013620142745419,0.00013620142745419,0.000230393285446817,2.4696022815345e-05,0.000326257140927527,-0.000705244243676156,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"66206d59214d8cc4ecb65a71e9350c9c","Phreatobacter",0.00361573931963143,0.00360501894604362,0.00368359900747341,0.00289380913033498,0.000448222624967383,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"69e49e83ce1d7c260ab365773d82ed94","Phreatobacter",0.000344861896989076,0.000736435331431858,9.63562875095067e-05,0.0027198651605375,0.00174022118776114,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"6ea9472deca150f97a7bcfe87126d9b9","Phreatobacter",0.000780837258700445,0.000832333720412287,0.000766880009862719,-0.000122199401199821,0.00021288176802719,0.000223016607027001,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"7103737162d2f1b8f90c0ed9364846b6","Pirellula",3.28403185542885e-05,3.28403185542885e-05,6.13315569845696e-07,1.00818264213165e-05,0.000185998596001172,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"906a6d27477dd504345835ee5273a72c","Pirellula",0.000257227584975633,0.000195691674670401,0.000675018068320535,0.000289442104368925,0.000721843796838421,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"d4531e60bc6de54c5eb09e54d2264553","Pirellula",0.00205769533438664,0.00254430174383613,0.00237026904732299,0.000884954959725608,-0.000169939982112692,0.000275753162828619,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"f4a774667177b16cb72b2efba954744e","Pirellulaceae Family",0.00119635729786225,0.00104943231990879,0.000804629181399238,0.000821597514500941,-1.62918032830673e-05,0.000660255016735207,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"bb286c96101b73e1bb46d5ff9b9da229","Polyangium",0.00272590347402722,0.00259281572883261,0.0019028674616049,0.0017258540995485,-0.000454634214084698,0.00272020133570237,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"d597a051340ae987325f71bec5a48646","Polyangium",0.00020762146038837,0.00020762146038837,0.000137570760408471,8.82260117441185e-05,-0.000143560697081415,5.29501802673506e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"1a9d57d26606ba207da37f78a8ff2c58","Pseudanabaena",0.000195341544901035,0.00017190960316185,0.00119922777124469,3.73112660628154e-05,0.000633177311693232,-0.000543132616873878,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"9b596b9eb067d0ee46fb12b98a26ca77","Pseudanabaena",0.000260994374119895,0.000261889302090959,0.00018314694116792,0.000386969653199858,8.0162269289556e-05,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"9ed3e1edc621c9a94608480eb8b4351b","Pseudanabaena",0.00284601578329616,0.0026697487909744,0.00213302585395296,0,0.000562338554136776,0.0160576228953838,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"51a5955ebe58e2c36e26f6cfa32cbe22","Rhizobacter",0.00224085510050392,0.00236104962384635,0.00262978869790844,0.00338893776646874,0.000267735562135283,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"54658c5cabc3c6c07f1e6556120cc99c","Rhizobacter",0.000751152340415589,0.000715541918060389,0.000343686503713198,0.00469735525117453,0.00331388617496086,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"9f391663c5a41de8935c4443d7625a3d","Rhodospirillales Order",0.0015881789015519,0.00182618815354994,0.00140231643753605,-2.46347904108825e-05,8.50571379997205e-05,0.000669597135245442,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"2593ef9eab12897237f8371e3a856adb","SM1A02",0.00123466155501779,0.00124358659948693,0.00156674516902874,0.000163890538856943,-0.000798011885067874,4.17066161591754e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"53e8389028f3821f782fbf4186e1ef22","SM1A02",0.00167440961147482,0.00173489555166149,0.0016854224134423,0.00405978050779886,-5.1418245491757e-05,0.0101725388132528,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"7edb4e0c95b9fecd08046d75a5195d5c","SM1A02",0.00229135083728261,0.00219241703111825,0.00220741062510617,0.00106577852382272,9.47644918008811e-05,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"6d766f67b6bd03ae7d1de4c4fc15b47f","SM2D12 Family",0.000564282044356298,0.000564282044356298,0.000533932320650354,0.000255508660941476,-2.92886976358085e-05,0.000397186624883338,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"2f0427c95f58bc8b33730d6bebc06828","SWB02",0.00074015288050275,0.000670767694979428,0.000629061730302285,0.00406152383152598,9.92794598031841e-06,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"3078d0e997dde104f7d25c0dd9473003","Sandarakinorhabdus",0.00183604259301167,0.00161125602086994,0.00193041540748518,0,0.000268407077923889,0.000114142536558341,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"5da845af2892f5c8fd8161364c7b4997","Sandarakinorhabdus",0.00121142280187244,0.00114032839618072,0.00232047436466,0.00180948165486252,0.000288075367203075,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"134bdbaec661c28d109690d78b59214b","Saprospiraceae Family",0.000301953913395172,0.000486495930916178,0.000301953913395172,0.00880566726194136,0.000184352416543628,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"ebb58c2ffbbb54748fa6385f9d3224df","Sphingomonadaceae Family",0.000571407275373354,0.000568836678866063,0.000694950052947119,0.000672103457968027,0.00102906136701463,-1.86423615514536e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"bcba47620c299fd34809f143e3d26dff","Sphingomonas",0.00106929719695363,0.000794244548853388,0.000696429010174722,0.000484372312236268,0.00182135292045984,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"26915c3209ae35ef27dd02617e8d7d91","Sphingorhabdus",0.000209788232308895,0.000290216694722462,0.000382334265016521,0.00141476121969099,0.000295879383213065,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"4c06bb79b0e22b616bf426c36315a839","Sumerlaea",0.000279499740615424,0.000279499740615424,0.000422270873246572,0,3.39803656583145e-05,4.55425266616205e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"8c45d6dd71022de8cedfa07abbd65788","Tundrisphaera",0.00248492948008998,0.00186615337468111,0.0015738380310795,0.00178580870117868,-0.000444587598451186,0.00363765279111814,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"a6dd65fc8a794034ff7ebcd21aa0627d","Undibacterium",0.00209819159084741,0.00225191531827798,0.00248401651048889,-5.34845506433439e-05,1.99753399883597e-05,0.00021198587453873,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"5c63b3749641851b368c8a181ddf1180","Xanthobacteraceae Family",0.000445698514867544,0.0004687307584134,0.000856261598816532,0,0.000141358826998287,2.6906076706636e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"f68c45909b99408dc34d145a2e374c45","alphaI cluster",0.000732408813040809,0.000380076939300104,0.000448752265831268,-0.000170102243557202,0.000746880366970334,0.000793130279390011,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
